Department,NO,Name,Credit,Description
RDNG,650,Foundations of Reading Instruction,3,"Psychological, linguistic and physical factors related to reading performance; implications for content and teaching methods; appraisal of current research and related reading for teachers, supervisors and reading specialists. Prerequisites: RDNG 649 and RDNG 674 or approval of instructor."
RDNG,674,Developmental Reading in the Elementary School,3,"Methods and materials of reading instruction in the elementary grades; past, present and emerging programs; organization and administration of programs and classroom management; teaching reading to special groups; issues in reading."
RDNG,689,Special Topics in...,4,Selected topics in an identified area of reading. May be repeated for credit.
RELS,211,Hebrew Scriptures,3,Philosophical concepts of the Hebrew Scriptures as they relate to the development of religious and ethical ideas. Cross Listing: HUMA 211/RELS 211.
RELS,213,New Testament,3,The origin and development of the religious and philosophical concepts of the New Testament. Cross Listing: HUMA 213/RELS 213.
RELS,220,History of Christianity: Origins to the Reformation,3,"History of Christian doctrine, ecclesiastical organization, and religious practice, origins through Reformation, with emphasis on religion and society; life and teachings of Jesus; apostolic church; patristic period; Christianization of Roman Empire and northern Europe; monasticism; medieval church; Gregorian reform; heresy; papal monarchy; schism and conciliarism; reformations of the sixteenth century. Cross Listing: CLAS 220 and HIST 220."
RELS,221,History of Islam,3,"Introduction to the history of Islam, from the origins of the religion to the present; development of Islamic law; gender issues; expansion of Islam to Sub-Saharan Africa and South Asia; globalized Islam. Cross Listing: HIST 221/RELS 221."
RELS,251,Classical Mythology,3,Introduction to the most important myths of Greeks and Romans; ancient and modern methods of interpreting myths; the role of myths in ancient literature; readings in English. Cross Listing: CLAS 251/RELS 251.
RELS,285,Directed Studies,3,Readings and/or assigned projects for specific needs of students minoring in religious studies; directed independent or individual study in an identified area of religious studies. Prerequisite: Approval of coordinator of religious studies.
RELS,289,Special Topics in...,4,Selected topics in an identified area of religious studies. May be repeated for credit. Prerequisite: Approval of instructor.
RELS,291,Research,3,Research conducted under the direction of a faculty member in Liberal Arts. Prerequisites: Freshman or sophomore classification and approval of instructor.
RELS,302,Women and Religion,3,"Investigation of women's position in religious institutions historically and/or currently, religion's influence on women's roles and status, and women's attempts to define their own religious perspectives; draws on sociological and philosophical insights and methods. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: SOCI 302 and WGST 302."
RELS,303,Near Eastern Religions,3,"Beliefs and practices of Judaism, Zoroastrianism, Christianity, and Islam with particular attention to their philosophical presuppositions. Cross Listing: HUMA 303/RELS 303."
RELS,304,Indian and Oriental Religions,3,"Beliefs and practices of Hinduism, Jainism, Sikhism, Buddhism, Confucianism, Taoism, and Shinto with particular attention to their philosophical presuppositions. Cross Listing: HUMA 304/RELS 304."
RELS,312,Contemplation in the Modern World,3,"Interdisciplinary approach to examining contemplative practices: origins in philosophy and religious traditions, goals and techniques of contemplation, contemplation in relation to cultural and social problems or needs."
RELS,317,Introduction to Biblical Archaeology,3,Application of archaeology in biblical research; basic overview of the material cultures that are the setting for the biblical narratives. Cross Listing: ANTH 317/RELS 317.
RELS,321,Political Islam and Jihad,3,Interaction between Islamic movements and politics in various Middle Eastern countries; the meaning and evolution of jihad; the role of Islam as a tool for political and social mobilization. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: HUMA 321 and INTS 321.
